,text,class
1069,"@jrgranca @uby77 asesores fiscales de políticos, no me consta 
","N
"
1070,"@Bolboreta93 Nuestras vidas están entrelazadas en su inmensa aleatoriedad jajajaja Así que al final el viaje cundió eh? 
","N
"
1071,"glowen sigue a cuentas inactivas y es en plan oh seguro que esas cuentas te dan mucho más apoyo que a las que le diste unf JAJAJA 
","P
"
1072,"@tenistachanel vale. No lo había leído...... a buen entendedor....  allá vamos!
","N
"
1073,"@quesitosgiver 👍🏻 aunque mejor todavía no tener caja tonta.  Desde que no veo la tele el día me cunde mucho más 
","P
"
1074,"@Sergi1975Sg Pues va a estar difícil, porque jugamos fuera, pero hay buen equipo este año. A ver... 
","N
"
1075,"@Aitzolarev hoy otxoa y yo tenemos bolo de animacion en orozco 
","N
"
1076,"@JulioMR21 mejor a 3. El lunes más primeras Impresiones 
","P
"
1077,"Me he quemado la cara y se me pela y el maquillaje queda fatal 
","N
"
1078,"Salsa de #TomateFeo de #Tudela. Simple, pero a otro nivel...  @ RuralSuite https://t.co/fiLfrzTkAI
","N
"
1079,"BIEEEN !! Video terminado   Lo tendréis el Lunes a las 18:30h https://t.co/YZr9aEGp1g
","NONE
"
1080,"El último capi de steven es relleno coñazo 
","NONE
"
1081,"@PablerasPoker @Piokari @JorgeUfano @antonioespana @cultrun el tiempo dirá . Ojo xq a Ps las 3ras tb le vienen terrible. #Pdr4President 
","N
"
1082,"@ElFuns @TonichanPiedra @3djuegos entonces te puedes poner mi camiseta roja de Vegeta a la que corte las mangas 
","NONE
"
1083,"@omarzarzuela muchísimas gracias! Pero ya te digo yo que en @SpheraSports hay gente de mucho nivel. Mejores que yo. Saludos 
","P
"
1084,"@UGRenfurecida_ Dices eso porque vives enfurecida, pero después de buscar piso en Madrid y París, estoy de acuerdo con @Hurty1311 
","N
"
1085,"@Eccehumus ..pero, vamos, yo con cualquier cosica..unos huevos fritos son un manjar (siempre que haya pan para mojar, claro 
","NEU
"
1086,"@WillyrexYT @vegetta777 Ha sido un placer volver a veros juntos en #PreguntasWigetta 
","P
"
1087,"@jaubarcelona jajajaja yo igual. La gente no sabe lo que se pierde 
","N
"
1088,"@DangM3 los palitos no son bonitos, los puntos sí #sutileza 
","P
"
1089,"@malasmadres El agradable comienzo del cole y el forrado de 15 libros...Y agradezco que solo el buenhijo va al cole, por el momento 
","P
"
1090,"@eydydhw si que me deja, pero no me deja elegir pincel, boligrafo, etc como en el tutorial  y hace que quede un poco raro
","N
"
1091,"@dvd93bcn @MakinaYT jojojo una así me podríais regalar que soy pobre 
","N
"
1092,"@NKHrapBLAQ creo que sí, pero si no ve a ajustes almacenamiento y cambiar la memoria principal de tu teléfono a la de tu nueva tarjeta 
","P
"
1093,"HOLA BUENA PERSONA!  Ya te han dicho que eres muy especial? Que la luz que tú emites, podría encender una estrella?!  @pabloalboran
","P
"
1094,"@CelopanYT eres millonario. Eres millonario de felicidad,  que regalas en cada video. Eres millonario de apoyo, que recives de nosotros 
","N
"
1095,"Yo sé que estot todo el día diciéndolo peeeero vamos a merendar a algún sitio cuki 
","N
"
1096,"Antes aún follaba para completar el círculo de cosas básicas en la vida pero ahora tengo a Ander a tomar por culo de lejos 
","N
"
1097,"@calumgraphs y yo hemos perdido el bus por segunda vez la vida nos sonríe 
","N
"
1098,"@CoolRiddance de no haber ido a ver  simple plan ni a Mars y no haberme conocido 
","N
"
1099,"@Uber_ES tanto en T1 como en T4 las instrucciones son confusas y hay que acabar llamando 
","N
"
1100,"@_Soy_AntMan Es con un amigo que hace reggae!!  Se llamara Ohana, solo falta grabar los temas que ya están escritos 
","P
"
1101,"Bueno. Voy a echarme una siesta por si esta noche toca ser malo 
","N
"
1102,"Quería salir a grabar una cosa al amanecer pero mis amigos me han dejado to tirado y no quieren 
","N
"
1103,"¡Buenos días a tod@s! Espero que tengáis un buen sábado 
","P
"
1104,"@Ralph_ElRaro parece, parece razonablemente jajajajaja  Bon dia. Egun on! 
","NEU
"
1105,"¡Buenos días! Vuelta al trabajo con una de mis asignaturas preferidas. ¿Empezamos?  #Oposalud… https://t.co/6j38kIQb18
","P
"
1106,"Hay teneis resumido lo que me importan vuestras mierdas besis 
","N
"
1107,"@squirrelnerd1 abreme Whatsapp y hablamos un ratico amiga 
","N
"
1108,"+yostin kiero un collar!!1  -tenemos este valorado en 20.000€  Yostin:no mejor ponga ese k tiene 10 quilates mas  https://t.co/JhzCmXhb1m
","P
"
1109,"Joder. Acabo de llevar un piano en brazos 100 metros y ya estoy cansao. Lo que tiene no ser de Bilbao centro. 
","N
"
1110,"@menanuri tú ves este gobierno como muchos amigos míos jajaja de voto defensivo pepero, pensé que era porque creías en Cs 
","N
"
1111,"@Ojlla @_FtD_   En TV ves una pequeña parte de la realidad  Y algo me dice que tu conovcimeinto tbn se basa en algunos comentarios en ...
","NEU
"
1112,"hay gente tan buena y que de verdad vale la pena 
","N
"
1113,"@catumarus @TETOCAMOVERATI qué juegazo! Bueno, súper bonito y barato 
","N
"
1114,"@DaimyoAlber_ oh vaya  bueno no me digas ná por si acaso
","N
"
1115,"Todo el mundo con la segunda temporada de Narcos y yo no, PORQUE NO TENGO NETFLIX @NetflixES pasaros una suscripcion de 5 dias 
","N
"
1116,"@juanjodom has hecho predicción de las vascas? Hay enlace? 
","NEU
"
1117,"@ElenisYoung sí, yo pensé lo mismo, pero la película es genial 
","N
"
1118,"Bueno, me voy a poner en serio con Orphan Black. 
","NEU
"
1119,"@cuentapaginasb mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo, o habla con @RHaacht  Un besazo!
","P
"
1120,"@silviarojas82 @Chus_c14 me parece que sueles reclamar demasiados sobrentendidos 
","N
"
1121,"Solo @LauraMoyaRuiz sabe como hacerme feliz 
","P
"
1122,"Tio a mi no me dejan viajar sola para ir a firmas ni a conciertos me mato  quiero ir a la de maluma @dios
","N
"
1123,"@ES_PRIVATE @AlbertoBlancoX cabrooon siempre te acabas follando a mis novias/esposas!! 
","N
"
1124,"@Avivirmadrid @richard_comico vaya regalitos!!! 😂😂😂 os tengo que querer así 
","N
"
1125,"@cybxr_witch Pf, a saber, ojalá que no pero posiblemente sea cara. Iré ahorrando por si acaso porque no quiero sorpresas malas 
","N
"
1126,"@dodecapedro Pero si lo digo en serio no me estoy riendo. Yo sigo escribiendo ""éste"" y no me gusta sin acento 
","N
"
1127,"@jessicamg5 @Miss__Lightwood vale, los gatetes sí que son más importantes 
","N
"
1128,"@clinicacorredor Más vale prevenir que curar. Y una buena técnica ayuda a no lesionarse  @albertcarrere
","N
"
1129,"odio cuando una empresa te obliga a contactar con ellos por medio de un 902 sin que te ofrezca un servicio real que necesites 
","N
"
1130,"@AngelSCirujano bien, ahí vamos avanzando  y muy contentos, gracias !! ☺️
","P
"
1131,"oye recovery road es una serie que me marcó mucho así q ya que la cancelaron podríais regalarme el libro 
","P
"
1132,"@BoecioDelCefiso  solo una pregunta, ¿vuestro parlamento son monos sentados en ramas de árboles?
","P
"
1133,"@JaumedUrgell por suerte, curar el odio a través de la educación sí es posible 
","N
"
1134,"@Paleo_98 FUETFUETFUEEEEET. La desesperados nunca la probé 
","N
"
1135,"@ItsMeCar0l nada nuevo bajo el Sol, y uno de los mayores problemas es que esa cadena de mierda sea de las mas vistas 
","N
"
1136,"🤖 m caes mu bn y soy borde xq lo unico q m dices son cosas d q soy mu baja 
","N
"
1137,"@MrPickwickSH Perdóneme pero estuve hace un mes y lo encontré todo poco excitante. Cocina rutinaria para el oficinismo de medio día. 
","N
"
1138,"@Dconde94 pues al igual q vosotros el follar 
","N
"
1139,"@menos_trece perdón, quería decir sociopatía, pero pal caso es lo mismo 
","N
"
1140,"Menuda joyica @JoseEVillacorta que has reclutado para tus tierras 
","N
"
1141,"Y hasta aquí las reflexiones nocturnas de un lector normalmente taciturno pero que en ocasiones desea compartir sus pensamientos 
","P
"
1142,"@basketlover10 Tengo una tendencia natural a decir lo que pienso. No lo puedo evitar... 
","NEU
"
1143,"@MariLecce @bisbalpress @davidbisbal  Estoy feliz por tí. Tú trabajo tienen que tener tú recompensa, lo tengo claro.
","P
"
1144,"necesito hacerme una sesión de fotos de estas en plan bonitas 
","P
"
1145,"@RincondeAdemia @el_pais @GabrielaCanas Ahora entiendo lo que querías expresar y es cierto, es imposible no estar de acuerdo. Saludos 
","P
"
1146,"@Katie_Jhonson acabo de subir una foto con él, pero es el mismo nombre que mi twitter 
","N
"
1147,"Me muero un día borre canciones de fairy tail , me arrepiento muchísimo 
","NEU
"
1148,"@aritzella @TeresaArroyo más bien parece que le han puesto la batseñal justo en la nariz 
","N
"
1149,"@Carles_Garsia si  y si no esta en el cajón de ropa que tengo que devolver, que como ha hecho mil de calor ya no me he apropiado de el:'(
","N
"
1150,"Ahora con la bufanda me recuerda a boku dake ga inai machi todavía lloro y todo 
","P
"
1151,"@Katie_Jhonson traductora jajaja, la autora es Adriana  Bronx es muy buena!
","P
"
1152,"@jontxubaraja contigo he creado la gran alianza para conocer más a los equipos de segunda b 
","P
"
1153,"@TeFaltaMusica  mola, la verdad es que os quedaron muy bien  aunque mi preferido es el de @NievesPV
","N
"
1154,"@Victorsaur_ jo, que hablaba en serio, que es muy probable que tenga que dejar Madrid 
","NEU
"
1155,"@xARiiAN no hay quien duerma loco. Mañana te veré no? 
","N
"
1156,"@oseanomass joder como te entiendo  nosotros literalmente nos tenemos que saltar las clases e ir a un centro comercial si queremos kkar
","N
"
1157,"Pues última noche en Puente Genil hasta dentro de un tiempo! Mañana a comenzar una nueva etapa!! 
","N
"
1158,"@Femeninosport puedes ver el partido en directo en el Facebook de informe Bolorino 
","P
"
1159,"Más le vale venirse porque hacerme ilusiones está feísimo 
","N
"
1160,"@neeeith__ jajaja ya ves teneis algo encontra mia  espero que la proxima vez sea de vuestro equipo 😂
","N
"
1161,"@PabloBP72 eres como mi testamento. Si me pasa algo podrás comunicar que ""intuí"" algo especial en ese jugador 
","NEU
"
1162,"Os creéis que es broma que mi foto soy yo desnuda pero es verdad, en serio. Sin luz y sin flash, pero es cierto. 
","NEU
"
1163,"Muy bien @atleticodepinto ya es líder de la @TerceraDEM_FM! Solo quedan 36 finales 
","P
"
1164,"@MarujaDesespera hay truco para eso, no coger ninguna carta certificada en los 30d previos 
","N
"
1165,"Trabajar con un buen ambiente y gente que mola es otro nivel 
","P
"
1166,"@ELTITOSINTHO muchisimas felicidades tio! ya me invitaras a unas putis survilanianas  Enserio muchas felicidades 
","P
"
1167,"cuando le dispararon en el brazo y le preguntaron por qué sonreía y dijo 'esto es el fin, ya no me puede pasar nada más' joder tio 
","N
"
1168,"He hecho una sección de Asimilidados, es donde pondré cosas que creo/sé como son y mi manera de pensar tan bonita como vosotros corazones 
","N
"
1169,"Amnesia ✨  Terminas de verlo y no tienes npi de que has visto  Los protas son re lindos 🌚 Esta bien la verdad 👌 https://t.co/BeT6Akoesf
","N
"
1170,"@mneseo Estoy muy indignada con el último capi. Es relleno y encima de un personaje que me la pela 
","N
"
1171,"Acabo de discutir con mi padre porque no me deja tener un portátil al lado de mi pc 
","N
"
1172,"@miguxlcalderone Te lo recordare, asi no me abandonas en semana grande otra ves 
","NEU
"
1173,"Me acabo de dar cuenta de que hoy un amigo duerme líder. Enhorabuena @jojalonta y que mañana sigas así 
","N
"
1174,"@JuanRanha @DAlvarez1976 eres fiel, no abandonas nunca al Castilla 
","N
"
1175,"Hoy para volver a casa toca @cabify_espana que no hay que perder las buenas costumbres 
","N
"
1176,"🉐 creo q piensas que estoy enfadado contigo y no, fue una cosa mal interpretada. Ha sido el mejor año en clase y te voy a echar de menos 
","P
"
1177,"Si consigo otra S para la próxima partida con malphite serán en 5 partidas maestría 7  esta vez fue ranked y ganamos también.
","P
"
1178,"@CharlieBL69 tu tío q tampoco he dicho nada malo,venga desbloq 
","N
"
1179,"Si todo va bien mañana habrá nuevo vídeo en mi canal  https://t.co/L2p8aQGuD6
","NONE
"
1180,"@ElianaQuiroga19 muchas gracias! Os avisaré por mi perfil de ig y aquí, por supuesto  gracias por leerme!
","P
"
1181,"Imposible que te puedas hacer emo siendo calvo  @Slammactivao @sadpvssy
","P
"
1182,"Soy jodidamente feliz  Me encanta mi vida enserio, a veces no aprecio la suerte que tengo.
","P
"
1183,"@spoonchis @SusanaTRuiz @adrianayujuju mi profesor de instituto dice que he suavizado mucho el lenguaje. Con 16 años era más poético 
","N
"
1184,"@simbilla no, llevamos una ruta pero nos dejan unos cuantos días libres, así más cómodo, que voy con mi padre y pasó de ralladas 
","N
"
1185,"@salvolap Muchísimas gracias por compartir mi post, me alegra que te haya gustado 
","P
"
1186,"Venga sí, y me tiene que tocar el Bus sin pantalla para poder  pasar 5 putas horas de mi vida algo mejor  jaja #LaPobreza
","P
"
1187,"@d_lumbreras Bueno, la única opción de C's es PP+C's+PSOE (abs), tan ""viable"" como el PSOE+P's+C's por el que aboga PSOE 
","N
"
1188,"No me ha gustado nada el primero de Fantastic, no se si esperar a que salga Ji Soo, o pasar directamente de ella. 
","N
"
1189,"@desselebrada @eslosiguiente @eliasmgf @indvbio valen las dos  pero con una c menos queda como más flácido ~~~~
","N
"
1190,"@d_lumbreras Sí, tuiter va de generalizar, pero nada que no sea cierto  Caen en el síndrome upedé (la gente no nos entiende es tonta).
","P
"
1191,"@javierferrandez Qué buena pinta.. se parece mucho a un ""suquet de rape"" por aquí 
","P
"
1192,"@churreznos hombre pos claro. Lo dudabas?   Soy tortillero mayor del reino 
","NEU
"
1193,"⚠ me pareces un niño muy gracioso jajaja y me encanta hablar contigo a ver si hablamos mas 
","P
"
1194,"Que mellor para recargar as pilas para a semana que unha boa sesión de exercicio mañanero. #menssanaincorporesano 
","NONE
"
1195,"Últimamente estoy muy poco productivo... la mente creativa no funciona siempre al 100% por desgracia 
","N
"
1196,"Quieras o no, vivir rodeada de mar, te influye.  Paso un par de semanas sin ir a la playa y ya me hace falta. 
","N
"
1197,"Estoy segura que este es el primer año que no me he pasado el verano en el Aero 
","N
"
1198,"estoy hasta el ojete de que me digáis que tengo cara de mala leche 
","N
"
1199,"@ismaeltouat cierto es que el Maruchi está al lado de una peña del Barça y no íbamos a quedar bien 
","N
"
1200,"@chariLzarorubio Muchísimas gracias mi amooor!! Ojalá pronto que tengo mil ganas de verte jo  💛💙💛💙💛💙💛💙
","P
"
1201,"@NozomiXXIII No todas se odian por todo, si encuentran a alguien que piensa distinto se vuelven super amigas para acosar 
","N
"
1202,"@happyhippos vaya, me sigues siguiendo a mi cuando me consideraran peor que satanás 
","N
"
1203,"@Grettubela el bebú !!!!!  Tan lindo el y goloso además 
","N
"
1204,"@mara_gilbert jejeje no pasa nada  muchas gracias ^^
","P
"
1205,"@gorka6990 Hola Jaime. El otoño efectivamente se espera más cálido de lo normal  Os iremos informando por euskadi
","P
"
1206,"@juanitotuitero @m80radio_ @M80Box se conserva la misma cuenta. Pero el programa será distinto 
","P
"
1207,"Hoy por delante un día d mucho calor en #Zucaina y todo #AltoMijares. Llega masa cálida con viento poniente. Máx. d 35°C. Mañana parecido 
","N
"
1208,"¡Venga va! A ver si consigo la versión física, que vista en tienda parece magnífica  @LeeRunas  #DinastíaDelDienteDeLeón
","NONE
"
1209,"El nuevo disco de @BarbraStreisand se anuncia como de duetos, cuatro de ellos son... consigo misma 
","N
"
1210,"@al_guardia es posible que tenga una página que no es correcta? Sí  es una errata de impresión. Pero te sigoigualmente 
","NONE
"
1211,"Odio quedarme sola por la noche en mi casa 
","N
"
1212,"Hoy es 4 En 3 días empiezo las clases Qué bonita es la vida 
","N
"
1213,"❤eres super super buena, mg mucho tus fotos, y bueno, no tenemos conversaciones muy interesantes que digamos 
","P
"
1214,"@xWeyra hacia ti no   En fin, echán2te de menos, quiero ir a verteeee, seguro que me pones una excusa a mi tambien -_-
","N
"
1215,"@gabbcarrizo La carta compuesta es un factor más. También está la #sinastría que ayuda a suavizar una compuesta difícil 
","N
"
1216,"Se pone interesante la cosa, ganas de evolucionar para tener pokemon fuertes en casi todos los tipos  
","N
"
1217,"@TemploDelTiempo @TafurSanti aunque hay que decir que el pokemon negro 2 me ha reventado a críticos 
","N
"
1218,"Sigo imbatible ganando a Fifa siendo visitante en otras casas. Esta vez ha costado mucho más, pues era en Fifa 13 de 360 
","P
"
1219,"@Beatrice_sama :____(((, cambia cuando esta con Mahiru ya que esta le quiere, luego en el cap 3 cambia su personalidad siendo mas buena 
","N
"
1220,"Ay como mola escuchar a @Ruthypeich tan feliz!  @ellarguero
","P
"
1221,"Como me mola ver lo que escuece en la cool dark left las manifestaciones multitudinarias que no les gustan. Suele ser buena señal 
","P
"
1222,"@Dystopic3 le tengo la main hand transfigurada para que sea una arepa pepiada y la off un bote de salsa de aguacate 
","NONE
"
1223,"@FangirlLife7 Creo que mejor esta noche me pongo con uno en papel y me ahorro más cabreos jajaja. Gracias 
","N
"
1224,"@SerGiioHD_ @alberZz @Car09993 @itsmariagon @sandracrush soy la de atras JAJAJA me meo jo que foto mas chula 
","N
"
1225,"@PaaulaMF ese chiste se merece la expulsión durante un día entero 
","NONE
"
1226,"@marode Es en momentos como éste en los que realmente uno aplaudiría a rabiar una aparición estelar de José Mª Carrascal 
","N
"
1227,"@ItsNearlyOver_ A mi tampoco me va, bueno, te queda cerrar los ojos sin dormir o joderte y sufrir 
","N
"
1228,"Jo, claro!! Estoy sin móvil desde hace mucho, cualquier cosa ya sabes @panteraojitos 
","NEU
"
1229,"@apuente lástima que la foto de la derecha eclipse un texto certero! 
","N
"
1230,"Pues se ha quedado una noche muy apropiada para ir pidiendo explicaciones tanto a los ""medios"" no afines como al #rcde y Angel Gomez... 
","N
"
1231,"Javi lopez lateral derecho  #rcde
","N
"
1232,"El problema es que las batallas en Bravely Default es eterni, no acaba nunca, tanto tiempo luchando para después perder 
","N
"
1233,"@charliebss A ver mi vida estoy intentando ganarme la vida de famosa para poder ir alli contigo 
","N
"
1234,"@keyvanakbary es posible, por eso imagínate el aporte a alguien que no ha estado 
","N
"
1235,"Buah el valencia ha fichado un central decepcionante 
","N
"
1236,"@JuanjoAlfrezCar muchísimas gracias!!! Un fuerte abrazo 
","P
"
1237,"@MaribelHOvera muchísimas gracias!!! Un fuerte abrazo 
","P
"
1238,"@Mrsambo92 jajaja me lo temí nada más escribirlo  pero silbé disimulando para que no se notara mucho.  abrazos amigo. 
","NONE
"
1239,"@wallylopez Hecho!! Pero que sepas seras responsable de mis ojeras de mañana !!! 
","NEU
"
1240,"@AleMacael si lo borras le harías un favor al mundo, y a todos los artistas  thanks.
","NEU
"
1241,"Deseando que llegue ya el otoño... Cansado del calor 
","N
"
1242,"@alfonsoeromero pues vengo de Heathrow, donde es siempre.  lo peor es que últimamente ponían los vuelos de Granada en la T4S y hoy no.
","N
"
1243,"He ido por primera vez a mi universidad y la desepsion no puede ser mayor 
","NONE
"
1244,"La receta de la felicidad, es saber que quien no experimenta, crea, innova, no sera seguro de si mismo. 
","N
"
1245,"Pues ya es oficial, curro nuevo y mejor 
","P
"
1246,"@mariadlaO @JJSReyes no me gusta su nueva boca 
","N
"
1247,"@marta_plaza Te encontré! Oye Marta el enlace a tu Linkedin creo que está roto, ábrelo en incógnito y verás 
","N
"
1248,"@soyunamandarina no te vale con votar verdad? MAL. Na, yo prefiero born this way y no la han votado 
","N
"
1249,"@jesusfdiaz regleta o gusanillo… creo que quedara mejor lo segundo 
","P
"
1250,"@ZEtxeburua Con la información filológica vas a disfrutar que ni te cuento. 
","N
"
1251,"@larenaylarena gracias por la oportunidad de hacer algo grande y ayudar a las personas  un beso!
","P
"
1252,"Dentro de 9 horas y 20 minutos empiezan mis vacaciones, buenos días 
","N
"
1253,"@Amaiajime1 Me alegro mucho!! Ahora con las pilas puestas se  curra mejor!! muxu!! 
","P
"
1254,"@gomobel es muy bueno! jajaja han caido risas y está genialmente explicado 
","P
"
1255,"@AlejandroSanz no existen palabras para agradecerte tantísimo que me das...así que sólo puedo decirte...GRACIAS!! 
","P
"
1256,"@jc_pblanco aaah vale, acabo de ver la respuesta  sí, me he leído el primero de Posteguillo de la trilogía de Trajano 
","N
"
1257,"Guardando las cosas para mudarme se me ha roto un tubito de ensayo de cristal que robé en bioenergética, lo primero que me llevé del lab 
","N
"
1258,"busco mimos porque estoy sensible. Alguna mutual amable me da mimos? 
","N
"
1259,"@greenjoing gracias amoor  buenaaas nochees, descansaaaa y a ver si se te va la migraña prontoo, te quierooo!!^-^ ♡♥
","P
"
1260,"Por una parte tengo muchas ganas de repasar alemán, pero por otra estoy vaguísima y desmotivada 
","P
"
1261,"Mis amigxs están todxs en una relación y son tan bonitxs que jo, yo tb quiero 
","P
"
1262,"Y ahora viene ese feliz momento entre los ""wake me Up when september ends"" y el suicidio 
","P
"
1263,"Me está entrando una depresión ahora mismo... ¿Para cuando la máquina del tiempo? Que me lleve de nuevo al 29 de junio joder 
","N
"
1264,"@anekatxonda en serio, no me gustan nada los helados de fabada y esas movidas, me superan... igual que las pizzas con piña 
","N
"
1265,"@danygrrd @MadridSports_  hay que sacar tiempo siempre para las buenas causas!
","N
"
1266,"@keltoi__ Pero a veces también pongo cara de simpático 
","N
"
1267,"Acabo de volver a ver el último que subió de regalos de subs y JO QUE MONO me muero 
","NONE
"
1268,"Mi vida es com  - todo bien??? - excluyendo mi situación amorosa, de dinero, de amistades, sexual, física y psicológica, si. 
","N
"
1269,"@ArniSalvi definitivamente haberla fastidiado, es un tio super agradable y que transmite un buen rollo increible 
","P
"
1270,"@WhiskyInTheJar_ es que me da pena porque creo que tengo cuatro pares diferentes de 20 y están ahí cogiendo polvo las pobres 
","P
"
1271,"@akramgr pff... Cada vez tengo más claro qje soy mura rara 
","NEU
"
1272,"Día 1. Lo mal se acabo la tranquilidad en el curro, hoy hay gente. Lo buen el aire acondicionado debería funcionar... 
","P
"
1273,"yo velas de esas d santos y to el rollo no tengo pero tengo una perfumada del Mercadona  yo la enciendo y si cuela perfe
","N
"
1274,"@Jlceltibero Yo me estoy haciendo un refugio nuclear. Por si acaso 
","N
"
1275,"Buenos días. Va, vamos a catear inglés. 
","P
"
1276,"Buenos días a todos. Ya con las pilas recargadas  Pero, puffff.... que dura es la ""vuelta al cole""
","N
"
1277,"@SelenaBitt Sería una decisión acertada. Va a ser precioso e íntimo. 
","N
"
1278,"Ah, que ha empezado septiembre.....Bieeen!!!!! (algunos del equipo pillamos vacas en septiembre)  #BienvenidoSeptiembre al cuadrado 
","N
"
1279,"@YhonGuevara con la v2 no he trabajado. Aun no está la versión definitiva pero le queda poco. Creo que puedes ir adelante con ello 
","N
"
1280,"#HolaSeptiembre ! Ya estamos de vuelta con energías renovadas!  Pronto os mostraremos los trabajos del verano! #BackToHogwarts
","N
"
1281,"superar un libro de Colleen Hoover con otro libro de ella es mala idea, ¿verdad?  pues lo voy a hacer ahora 
","N
"
1282,"@guillermofdezg No si yo sé de quién es la moto, pero pobre Dumbledore 
","N
"
1283,"Nunca se sabe lo que la vida te tiene destinado..a fin de que hay que fluir, ver lo bonito del proceso, la felicidad te atrapa.. 
","N
"
1284,"Bienvenido #Septiembre mes que marca como un nuevo comienzo de año, muchos objetivos por cumplir, con una gran sonrisa  #FelizJueves
","P
"
1285,"@l30n4_ pf ya ves es la muerte  muchas gracias bonita ❤❤❤
","P
"
1286,"1 de Septiembre, vuelta a la rutina para muchos. ¡Ánimo y feliz día! 
","P
"
1287,"Me ha gustado mucho la respuesta a mi pregunta, aún así ojalá los vientos soplen a favor de los dos sea cuales sea nuestras direcciones 
","N
"
1288,"""LA MIERDA"" y ""EL CUERNO"" deben ser lugares turísticos muy recomendados, porque a mucha gente se le manda ahí... 
","N
"
1289,"@SergioFloresRon En Espanya la prensa ni es libre, ni es independiente, ni muchísimo menos plural  Síntoma de nuestra pobre democracia.
","NEU
"
1290,"Que te despierten los dolores menstruales de una pesadilla es la mejor manera de empezar el día. ¡Feliz jueves! Haber si me atropellan 
","P
"
1291,"@Pachecohumbert La burguesía venezolana, los más ricos, animando a la población a colapsar Venezuela con la ""Toma de Caracas""  Triste.
","N
"
1292,"Pero es que La Sirenita soy Incapaz de encontrarla así, la encuentras o en latino latino, o en castellano. Y a mí me gusta esta 
","N
"
1293,"Iba siendo hora de cambiar el twit fijado 
","N
"
1294,"@JesusDiazSB De Thor es que los de Panini han descatalogado los primeros números  Hay un punto de partida intermedio en las grapas ahora?
","NONE
"
1295,"Mi consejo para sacar notas molonas es... ESTUDIAD y dejar de bajar tanto a cangas  
","P
"
1296,"@erperu La prensa cada vez más desacreditada  Dejé de ver televisión y pronto dejaré tb de leer periódicos. #LaCafeteraIBEXtiduraFallida
","N
"
1297,"@rafaelmontesgut gracias por tu atenta y puntual bienvenida al curso online. Va a ser un placer trabajar contigo 
","P
"
1298,"@suso_martin22 Aquí seguirá El Teide esperando tu próxima visita. Felicidades por la proeza 
","P
"
1299,"Venir a Murcia y no pasarte por el MUSU a por un buen bocadillo de lomo es delito. #Musucomotequierojoderperoatusbocadillosmás. 
","P
"
1300,"@SweetAgonist no te conozco, pero tras un vistazo en tw pareces guapa e interesante. Ánimo, espero que puedas recuperarte poco a poco 
","P
"
1301,"@AnamCorazon Sí, realmente les falta conocer #Tenerife. Para curar el enfado un buen baño en nuestras maravillosas playas 
","P
"
1302,"@Adriyuyu oye, que aún paso por teenager con canas tempranas... 
","P
"
1303,"@baad_news creo que lo iré viendo e incluso la misma semana decidiré  porque este cuatri tengo asignaturas chungas y ya me pierdo dos
","N
"
1304,"@VideojuegosGAME y tampoco me han enviado el correo diciendo que lo he comprado, aunque tengo fotos de lo contrario   podéis ayudarme?
","N
"
1305,"¿voy o no voy a cœur de pirate en madrid? es como a la semana siguiente de volver de milán/burdeos 
","P
"
1306,"Que guay que @BlasCanto sea nuevo concursante de @TuCaraMSuena seguro que lo hace genial....Me encanta!!! 
","P
"
1307,"Los 5 mejores pintxos de Lo Viejo por @MaitaneSegurola ¡Nuestro bacalao con anchoa y rodaja de tomate!  #AtariSS  https://t.co/jHIxxv4Uyz
","P
"
1308,"@radiotirana77 @paula_janer No estoy disimulando, te lo estoy diciendo bien clar que chao, pesao 
","N
"
1309,"Mejorando esos dobles, mañana más  Lástima que no pueda mostrar los steps de la pantalla  (Por ahora) https://t.co/yQFJmZfvtH
","NONE
"
1310,"@victoria_resa cosita guapa gracias por seguirmee 
","P
"
1311,"@plmmoreno la hizo  con el director del video pero discutieron y no pudo usar las fotos y tuvo que apañárselas en ultimo momento 🙂
","N
"
1312,"@EmmayJulia#veranosingluten2016 Riquísima pizza 4 quesos y tiramisú  Carta muy variada.
","N
"
1313,"@chachoDEcamas @GernikaTheMovie Esperemos que no pasen otros diez años... No, ni loco!!!  Gracias
","P
"
1314,"@leotaxil @Orlik_Cat Prefiero un David de Miguel Ángel. A tamaño natural, gracias 
","P
"
1315,"No estoy aburrida  -Estás aburrida No  -Si,  reconocelo Vale estoy aburrida de verte ver la tele  -.. Por que haces esto?  Por que me abu+
","N
"
1316,".@Morafanova @ManuelaCarmena Las mayores atrocidodes surgen del idealismo bienintencionado. No me cabe duda de que son capaces de lo peor 
","N
"
1317,"@SophiaBush Tienes un buen KI. Para luchar contra los malos en Chicago PD. 
","P
"
1318,"@RSF_ClassicPics bonito día para hacer un tweet con esta foto 
","P
"
1319,"@GDG_ES Pero antes un poquito de @NSSpain  que coincide con la @tarugoconf  cabrooonessss, pusimos antes la fechas 
","N
"
1320,"@yo_lalio No le quites al pobre @chuano la oportunidad de hacerse un poquito la víctima, muhé 
","N
"
1321,"Hostia pero si en 15 minutos estreno canal!!!! OMG! El Almacén de Juegos. Bienvenidos jugadores 
","NEU
"
1322,"@Jesuispasjolie_ nada 💜 i feel u anteayer aquí estábamos a 40º es horrible 
","P
"
